Image,x1,y1,x2,y2,Label
L_07_05_16_DSC00314.JPG,3097,2532,3167,2568,3
L_07_05_16_DSC00350.JPG,3542,1312,3603,1342,3
L_07_05_16_DSC00350.JPG,498,168,553,231,1
L_07_05_16_DSC00351.JPG,4065,3581,4136,3628,3
L_07_05_16_DSC00351.JPG,1015,2467,1057,2527,1
L_07_05_16_DSC00361.JPG,2611,1754,2641,1822,3
L_07_05_16_DSC00362.JPG,4828,2038,4880,2102,3
L_07_05_16_DSC00362.JPG,5021,675,5066,726,1
L_07_05_16_DSC00362.JPG,4942,635,5000,702,1
L_07_05_16_DSC00362.JPG,4012,640,4058,691,1
L_07_05_16_DSC00363.JPG,1956,2141,2016,2182,3
L_07_05_16_DSC00363.JPG,5816,3205,5872,3283,1
L_07_05_16_DSC00363.JPG,5741,3187,5791,3252,1
L_07_05_16_DSC00363.JPG,4681,3091,4730,3145,1
L_07_05_16_DSC00363.JPG,5575,2310,5637,2376,1
L_07_05_16_DSC00364.JPG,5623,1643,5665,1710,1
L_07_05_16_DSC00365.JPG,5745,3630,5804,3711,1
L_07_05_16_DSC00368.JPG,3898,446,3943,511,3
L_07_05_16_DSC00369.JPG,4157,2447,4197,2506,3
L_07_05_16_DSC00369.JPG,12,112,88,158,3
L_07_05_16_DSC00414.JPG,5833,992,5903,1033,2
L_07_05_16_DSC00414.JPG,5802,961,5881,1010,2
L_07_05_16_DSC00414.JPG,5693,987,5773,1044,2
L_07_05_16_DSC00414.JPG,5327,743,5398,804,2
L_07_05_16_DSC00414.JPG,5464,633,5516,704,2
L_07_05_16_DSC00414.JPG,5735,744,5780,795,2
L_07_05_16_DSC00414.JPG,5742,783,5790,837,2
L_07_05_16_DSC00414.JPG,5653,819,5702,879,2
L_07_05_16_DSC00414.JPG,5577,810,5621,859,2
L_07_05_16_DSC00414.JPG,5566,777,5619,816,2
L_07_05_16_DSC00414.JPG,5596,757,5635,792,2
L_07_05_16_DSC00414.JPG,5540,734,5598,783,2
L_07_05_16_DSC00414.JPG,5560,705,5642,750,2
L_07_05_16_DSC00414.JPG,5754,646,5805,705,2
L_07_05_16_DSC00414.JPG,5875,691,5940,742,2
L_07_05_16_DSC00414.JPG,5939,660,5977,716,2
L_07_05_16_DSC00414.JPG,5962,691,5999,743,2
L_07_05_16_DSC00414.JPG,5867,655,5913,696,2
L_07_05_16_DSC00414.JPG,5821,630,5892,678,2
L_07_05_16_DSC00414.JPG,5788,598,5878,643,2
L_07_05_16_DSC00414.JPG,5924,621,5994,665,2
L_07_05_16_DSC00414.JPG,5885,594,5939,635,2
L_07_05_16_DSC00414.JPG,5834,557,5921,595,2
L_07_05_16_DSC00414.JPG,5777,489,5822,554,2
L_07_05_16_DSC00414.JPG,5836,497,5876,560,2
L_07_05_16_DSC00414.JPG,5841,409,5895,461,2
L_07_05_16_DSC00414.JPG,5871,448,5940,510,2
L_07_05_16_DSC00414.JPG,5881,493,5953,533,2
L_07_05_16_DSC00414.JPG,5946,511,6000,559,2
L_07_05_16_DSC00414.JPG,5954,545,6000,612,2
L_07_05_16_DSC00414.JPG,5916,528,5963,575,2
L_07_05_16_DSC00414.JPG,5905,242,5965,306,2
L_07_05_16_DSC00414.JPG,5757,238,5821,310,2
L_07_05_16_DSC00414.JPG,5746,299,5791,346,2
L_07_05_16_DSC00414.JPG,5785,300,5825,346,2
L_07_05_16_DSC00414.JPG,5815,266,5846,330,2
L_07_05_16_DSC00415.JPG,5880,2677,5952,2742,2
L_07_05_16_DSC00415.JPG,5541,2425,5592,2481,2
L_07_05_16_DSC00415.JPG,5673,2305,5724,2381,2
L_07_05_16_DSC00415.JPG,5759,2390,5844,2444,2
L_07_05_16_DSC00415.JPG,5792,2437,5826,2493,2
L_07_05_16_DSC00415.JPG,5745,2413,5798,2469,2
L_07_05_16_DSC00415.JPG,5766,2471,5811,2533,2
L_07_05_16_DSC00415.JPG,5836,2490,5897,2562,2
L_07_05_16_DSC00415.JPG,5940,2429,5971,2484,2
L_07_05_16_DSC00415.JPG,5933,2466,5985,2526,2
L_07_05_16_DSC00415.JPG,5961,2347,5998,2400,2
L_07_05_16_DSC00415.JPG,5954,1969,5999,2023,2
L_07_05_16_DSC00415.JPG,5973,2183,5999,2243,2
L_07_05_16_DSC00422.JPG,3743,754,3798,784,4
L_07_05_16_DSC00423.JPG,3946,2594,4007,2620,4
L_07_05_16_DSC00440.JPG,4775,527,4815,573,4
L_07_05_16_DSC00441.JPG,4760,2547,4801,2584,4
L_07_05_16_DSC00441.JPG,3042,964,3081,1006,2
L_07_05_16_DSC00454.JPG,4478,263,4525,314,4
L_07_05_16_DSC00454.JPG,4510,84,4550,117,4
L_07_05_16_DSC00455.JPG,4917,1707,4953,1748,4
L_07_05_16_DSC00455.JPG,4891,1923,4940,1954,4
L_07_05_16_DSC00456.JPG,5148,3735,5193,3786,4
L_07_05_16_DSC00468.JPG,2283,2115,2326,2190,5
L_07_05_16_DSC00544.JPG,4209,1346,4257,1373,4
L_07_05_16_DSC00544.JPG,3891,1299,3920,1311,4
L_07_05_16_DSC00544.JPG,3892,1309,3918,1320,4
L_07_05_16_DSC00544.JPG,3723,1293,3752,1304,4
L_07_05_16_DSC00544.JPG,3721,1283,3746,1298,4
L_07_05_16_DSC00544.JPG,3710,1274,3738,1288,4
L_07_05_16_DSC00544.JPG,3740,1244,3779,1279,4
L_07_05_16_DSC00545.JPG,4443,2873,4486,2897,4
L_07_05_16_DSC00545.JPG,4134,2824,4155,2838,4
L_07_05_16_DSC00545.JPG,4136,2834,4159,2851,4
L_07_05_16_DSC00545.JPG,3971,2817,3996,2826,4
L_07_05_16_DSC00545.JPG,3962,2811,3988,2821,4
L_07_05_16_DSC00545.JPG,3959,2786,3979,2811,4
L_07_05_16_DSC00545.JPG,3978,2769,4027,2805,4
L_07_05_16_DSC00550.JPG,1280,1638,1342,1691,1
L_07_05_16_DSC00550.JPG,3917,691,3961,751,1
L_07_05_16_DSC00551.JPG,1494,3550,1560,3596,1
L_07_05_16_DSC00551.JPG,4127,2736,4160,2812,1
L_07_05_16_DSC00551.JPG,1837,196,1887,224,4
L_07_05_16_DSC00551.JPG,1762,264,1786,298,4
L_07_05_16_DSC00551.JPG,1672,142,1698,168,4
L_07_05_16_DSC00552.JPG,1935,2098,1976,2119,4
L_07_05_16_DSC00552.JPG,1851,2178,1865,2208,4
L_07_05_16_DSC00552.JPG,1758,2027,1780,2051,4
L_07_05_16_DSC00552.JPG,1842,1828,1885,1851,4
L_07_05_16_DSC00553.JPG,1883,3910,1922,3929,4
L_07_05_16_DSC00553.JPG,1702,3843,1723,3869,4
L_07_05_16_DSC00553.JPG,1787,3662,1834,3679,4
L_07_05_16_DSC00557.JPG,2834,1258,2878,1317,3
L_07_05_16_DSC00558.JPG,2913,3255,2955,3298,3
L_07_05_16_DSC00559.JPG,5406,1397,5492,1443,3
L_07_05_16_DSC00560.JPG,4927,1365,4983,1405,3
L_07_05_16_DSC00560.JPG,5700,3326,5786,3380,3
L_07_05_16_DSC00561.JPG,4905,3218,4958,3247,3
L_07_05_16_DSC00561.JPG,846,151,931,188,3
L_07_05_16_DSC00562.JPG,1266,2566,1327,2605,3
L_07_05_16_DSC00562.JPG,3433,35,3501,88,1
L_07_05_16_DSC00563.JPG,3820,1941,3893,1995,1
L_07_05_16_DSC00563.JPG,3166,736,3221,784,3
L_07_05_16_DSC00563.JPG,1779,559,1817,620,3
L_07_05_16_DSC00563.JPG,2163,1082,2188,1130,4
L_07_05_16_DSC00563.JPG,2002,1110,2038,1152,4
L_07_05_16_DSC00564.JPG,2133,2925,2162,2975,4
L_07_05_16_DSC00564.JPG,1968,2953,2002,3002,4
L_07_05_16_DSC00564.JPG,1707,2412,1740,2463,3
L_07_05_16_DSC00564.JPG,3126,2550,3182,2588,3
L_07_05_16_DSC00564.JPG,1467,1193,1537,1238,3
L_07_05_16_DSC00564.JPG,3803,3695,3870,3741,1
L_07_05_16_DSC00565.JPG,5396,1851,5465,1885,3
L_07_05_16_DSC00565.JPG,1843,3435,1897,3481,3
L_07_05_16_DSC00572.JPG,4505,1137,4573,1175,3
L_07_05_16_DSC00573.JPG,4461,1207,4527,1252,3
L_07_05_16_DSC00573.JPG,4627,3375,4700,3415,3
L_07_05_16_DSC00574.JPG,4764,3719,4829,3778,3
L_07_05_16_DSC00574.JPG,2350,91,2406,136,3
L_07_05_16_DSC00575.JPG,2698,2066,2757,2107,3
L_07_05_16_DSC00576.JPG,2830,1697,2897,1740,3
L_07_05_16_DSC00576.JPG,1470,652,1537,687,3
L_07_05_16_DSC00577.JPG,1686,3220,1760,3248,3
L_07_05_16_DSC00578.JPG,368,1050,444,1085,3
L_07_05_16_DSC00579.JPG,589,3037,662,3080,3
L_07_05_16_DSC00579.JPG,562,1721,631,1776,3
L_07_05_16_DSC00585.JPG,2857,701,2911,758,3
L_07_05_16_DSC00586.JPG,2920,2711,2958,2775,3
L_07_05_16_DSC00601.JPG,1557,448,1605,503,3
L_07_05_16_DSC00601.JPG,2241,24,2300,102,1
L_07_05_16_DSC00601.JPG,3096,1048,3152,1111,1
L_07_05_16_DSC00602.JPG,2439,2232,2497,2290,1
L_07_05_16_DSC00602.JPG,3386,3296,3451,3353,1
L_07_05_16_DSC00602.JPG,1740,2709,1785,2773,3
L_07_05_16_DSC00603.JPG,518,283,637,344,2
L_07_05_16_DSC00603.JPG,42,720,163,774,2
L_07_05_16_DSC00603.JPG,214,918,320,973,2
L_07_05_16_DSC00603.JPG,46,950,166,1011,2
L_07_05_16_DSC00604.JPG,1901,1590,1985,1678,2
L_07_05_16_DSC00604.JPG,2053,1502,2114,1581,2
L_07_05_16_DSC00604.JPG,2116,1781,2215,1852,2
L_07_05_16_DSC00604.JPG,2038,1817,2111,1905,2
L_07_05_16_DSC00604.JPG,2235,1864,2316,1931,2
L_07_05_16_DSC00604.JPG,2115,1885,2192,1968,2
L_07_05_16_DSC00604.JPG,831,2517,945,2565,2
L_07_05_16_DSC00604.JPG,198,2454,320,2524,2
L_07_05_16_DSC00604.JPG,597,3208,681,3281,2
L_07_05_16_DSC00604.JPG,373,3211,475,3266,2
L_07_05_16_DSC00604.JPG,353,2978,473,3022,2
L_07_05_16_DSC00604.JPG,275,2966,342,3015,2
L_07_05_16_DSC00604.JPG,204,2994,285,3027,2
L_07_05_16_DSC00604.JPG,172,3065,248,3132,2
L_07_05_16_DSC00604.JPG,57,2918,155,2981,2
L_07_05_16_DSC00604.JPG,0,1420,65,1462,2
L_07_05_16_DSC00604.JPG,75,3868,140,3952,2
L_07_05_16_DSC00605.JPG,121,2113,197,2221,2
L_07_05_16_DSC00605.JPG,0,3793,65,3858,2
L_07_05_16_DSC00612.JPG,3170,2248,3230,2275,3
L_07_05_16_DSC00612.JPG,4110,40,4144,103,3
L_07_05_16_DSC00613.JPG,4573,2296,4610,2367,3
L_07_05_16_DSC00618.JPG,3501,855,3553,898,4
L_07_05_16_DSC00619.JPG,3807,3183,3858,3225,4
L_07_05_16_DSC00630.JPG,150,908,263,955,2
L_07_05_16_DSC00630.JPG,58,1717,138,1817,2
L_07_05_16_DSC00630.JPG,0,1837,74,1904,2
L_07_05_16_DSC00630.JPG,0,2281,104,2345,2
L_07_05_16_DSC00631.JPG,1525,12,1584,108,2
L_07_05_16_DSC00631.JPG,1862,164,1918,270,2
L_07_05_16_DSC00631.JPG,1236,115,1306,164,2
L_07_05_16_DSC00631.JPG,1174,148,1251,233,2
L_07_05_16_DSC00631.JPG,1133,612,1202,707,2
L_07_05_16_DSC00631.JPG,926,525,988,628,2
L_07_05_16_DSC00631.JPG,1045,966,1132,1027,2
L_07_05_16_DSC00631.JPG,827,956,922,1048,2
L_07_05_16_DSC00631.JPG,764,1040,833,1131,2
L_07_05_16_DSC00631.JPG,383,871,465,980,2
L_07_05_16_DSC00631.JPG,250,755,330,862,2
L_07_05_16_DSC00631.JPG,315,1067,383,1170,2
L_07_05_16_DSC00631.JPG,0,952,104,996,2
L_07_05_16_DSC00631.JPG,0,1039,37,1080,2
L_07_05_16_DSC00631.JPG,44,1844,163,1883,2
L_07_05_16_DSC00631.JPG,16,1917,101,1996,2
L_07_05_16_DSC00631.JPG,283,2210,374,2306,2
L_07_05_16_DSC00631.JPG,523,2266,582,2350,2
L_07_05_16_DSC00631.JPG,45,3097,136,3188,2
L_07_05_16_DSC00631.JPG,0,3058,47,3130,2
L_07_05_16_DSC00631.JPG,546,3485,651,3555,2
L_07_05_16_DSC00631.JPG,268,3766,350,3877,2
L_07_05_16_DSC00631.JPG,0,3448,54,3540,2
L_07_05_16_DSC00632.JPG,568,2314,613,2373,2
L_07_05_16_DSC00632.JPG,525,2307,568,2406,2
L_07_05_16_DSC00632.JPG,400,2320,503,2402,2
L_07_05_16_DSC00632.JPG,0,2163,56,2208,2
L_07_05_16_DSC00632.JPG,0,2317,42,2366,2
L_07_05_16_DSC00632.JPG,1718,2354,1778,2461,2
L_07_05_16_DSC00632.JPG,1782,2493,1836,2590,2
L_07_05_16_DSC00632.JPG,2115,2708,2162,2812,2
L_07_05_16_DSC00632.JPG,1488,2597,1547,2628,2
L_07_05_16_DSC00632.JPG,1415,2631,1490,2701,2
L_07_05_16_DSC00632.JPG,1352,3110,1434,3187,2
L_07_05_16_DSC00632.JPG,1144,3015,1212,3107,2
L_07_05_16_DSC00632.JPG,0,3053,30,3135,2
L_07_05_16_DSC00632.JPG,447,3181,528,3280,2
L_07_05_16_DSC00632.JPG,564,3302,651,3404,2
L_07_05_16_DSC00632.JPG,140,3343,267,3412,2
L_07_05_16_DSC00632.JPG,107,3442,187,3502,2
L_07_05_16_DSC00632.JPG,42,3534,120,3602,2
L_07_05_16_DSC00632.JPG,450,3521,521,3618,2
L_07_05_16_DSC00632.JPG,1245,3428,1314,3512,2
L_07_05_16_DSC00632.JPG,1012,3414,1108,3508,2
L_07_05_16_DSC00632.JPG,934,3475,993,3566,2
L_07_05_16_DSC00632.JPG,0,3704,25,3776,2
L_07_05_16_DSC00633.JPG,1316,1962,1402,2017,2
L_07_05_16_DSC00633.JPG,1306,2073,1386,2142,2
L_07_05_16_DSC00642.JPG,2987,1618,3030,1689,5
L_07_05_16_DSC00645.JPG,3387,1518,3428,1598,1
L_07_05_16_DSC00645.JPG,3176,1010,3213,1057,1
L_07_05_16_DSC00645.JPG,2362,866,2424,934,1
L_07_05_16_DSC00645.JPG,2251,973,2297,1040,1
L_07_05_16_DSC00645.JPG,2130,242,2180,308,1
L_07_05_16_DSC00645.JPG,2171,131,2230,174,1
L_07_05_16_DSC00645.JPG,3222,512,3268,586,1
L_07_05_16_DSC00645.JPG,3111,343,3158,376,1
L_07_05_16_DSC00645.JPG,3102,362,3176,416,1
L_07_05_16_DSC00646.JPG,3521,3820,3560,3910,1
L_07_05_16_DSC00646.JPG,3337,3332,3376,3393,1
L_07_05_16_DSC00646.JPG,2601,3335,2623,3417,1
L_07_05_16_DSC00646.JPG,2427,3288,2465,3365,1
L_07_05_16_DSC00646.JPG,3403,2856,3450,2940,1
L_07_05_16_DSC00646.JPG,3288,2706,3341,2738,1
L_07_05_16_DSC00646.JPG,3290,2728,3350,2780,1
L_07_05_16_DSC00646.JPG,2323,2577,2361,2650,1
L_07_05_16_DSC00646.JPG,2372,2467,2413,2497,1
L_07_05_16_DSC00646.JPG,2916,1967,2940,2011,1
L_07_05_16_DSC00646.JPG,2076,1975,2102,2018,1
L_07_05_16_DSC00646.JPG,3156,1263,3207,1333,1
L_07_05_16_DSC00646.JPG,2825,1078,2875,1117,1
L_07_05_16_DSC00646.JPG,2361,1138,2440,1190,1
L_07_05_16_DSC00646.JPG,3395,757,3425,805,1
L_07_05_16_DSC00646.JPG,3767,660,3811,715,1
L_07_05_16_DSC00646.JPG,3803,608,3860,685,1
L_07_05_16_DSC00646.JPG,4335,453,4397,492,1
L_07_05_16_DSC00646.JPG,4047,418,4108,451,1
L_07_05_16_DSC00646.JPG,4067,302,4110,377,1
L_07_05_16_DSC00646.JPG,3920,437,3948,523,1
L_07_05_16_DSC00646.JPG,3925,400,3953,445,1
L_07_05_16_DSC00646.JPG,3383,541,3418,617,1
L_07_05_16_DSC00646.JPG,3461,435,3528,482,1
L_07_05_16_DSC00646.JPG,3466,467,3507,516,1
L_07_05_16_DSC00646.JPG,3368,422,3423,486,1
L_07_05_16_DSC00646.JPG,3290,355,3322,407,1
L_07_05_16_DSC00646.JPG,3905,148,3970,183,1
L_07_05_16_DSC00646.JPG,3900,107,3933,155,1
L_07_05_16_DSC00646.JPG,2706,50,2747,123,1
L_07_05_16_DSC00646.JPG,2470,337,2522,367,1
L_07_05_16_DSC00646.JPG,996,161,1045,211,1
L_07_05_16_DSC00646.JPG,712,464,784,515,1
L_07_05_16_DSC00647.JPG,3371,3714,3445,3800,1
L_07_05_16_DSC00647.JPG,3142,3594,3193,3631,1
L_07_05_16_DSC00647.JPG,2738,3670,2821,3708,1
L_07_05_16_DSC00647.JPG,3574,3195,3607,3265,1
L_07_05_16_DSC00647.JPG,3924,3087,3967,3131,1
L_07_05_16_DSC00647.JPG,3966,3041,4018,3116,1
L_07_05_16_DSC00647.JPG,3568,3013,3591,3072,1
L_07_05_16_DSC00647.JPG,3635,2898,3697,2954,1
L_07_05_16_DSC00647.JPG,3644,2927,3676,2962,1
L_07_05_16_DSC00647.JPG,3543,2892,3603,2940,1
L_07_05_16_DSC00647.JPG,3457,2826,3501,2881,1
L_07_05_16_DSC00647.JPG,4063,2865,4103,2937,1
L_07_05_16_DSC00647.JPG,4074,2826,4104,2870,1
L_07_05_16_DSC00647.JPG,4194,2836,4253,2876,1
L_07_05_16_DSC00647.JPG,4214,2735,4262,2800,1
L_07_05_16_DSC00647.JPG,4465,2846,4543,2903,1
L_07_05_16_DSC00647.JPG,4071,2595,4125,2622,1
L_07_05_16_DSC00647.JPG,4041,2552,4075,2607,1
L_07_05_16_DSC00647.JPG,3163,2304,3202,2382,1
L_07_05_16_DSC00647.JPG,3143,2318,3174,2364,1
L_07_05_16_DSC00647.JPG,3346,2198,3396,2233,1
L_07_05_16_DSC00647.JPG,3391,2141,3467,2192,1
L_07_05_16_DSC00647.JPG,4680,2351,4765,2380,1
L_07_05_16_DSC00647.JPG,4671,2326,4716,2357,1
L_07_05_16_DSC00647.JPG,4662,2271,4710,2305,1
L_07_05_16_DSC00647.JPG,4718,2263,4766,2308,1
L_07_05_16_DSC00647.JPG,4832,2178,4890,2221,1
L_07_05_16_DSC00647.JPG,4832,2208,4883,2252,1
L_07_05_16_DSC00647.JPG,5428,2297,5510,2348,1
L_07_05_16_DSC00647.JPG,5516,2225,5581,2265,1
L_07_05_16_DSC00647.JPG,5617,1900,5705,1948,1
L_07_05_16_DSC00647.JPG,5532,1963,5577,2021,1
L_07_05_16_DSC00647.JPG,5015,1904,5073,1982,1
L_07_05_16_DSC00647.JPG,4912,1915,4944,1960,1
L_07_05_16_DSC00647.JPG,4053,1704,4088,1782,1
L_07_05_16_DSC00647.JPG,4142,1353,4180,1394,1
L_07_05_16_DSC00647.JPG,2886,2572,2916,2640,1
L_07_05_16_DSC00647.JPG,2658,2852,2713,2878,1
L_07_05_16_DSC00647.JPG,1185,2755,1226,2803,1
L_07_05_16_DSC00647.JPG,921,3057,978,3121,1
L_07_05_16_DSC00647.JPG,4167,822,4207,862,1
L_07_05_16_DSC00647.JPG,4072,753,4143,792,1
L_07_05_16_DSC00648.JPG,4545,3741,4590,3788,1
L_07_05_16_DSC00648.JPG,4585,3202,4631,3254,1
L_07_05_16_DSC00648.JPG,4487,3153,4564,3197,1
L_07_05_16_DSC00648.JPG,4811,2161,4860,2206,1
L_07_05_16_DSC00648.JPG,4771,2235,4838,2291,1
L_07_05_16_DSC00648.JPG,4434,2098,4485,2122,1
L_07_05_16_DSC00648.JPG,4913,1865,4967,1902,1
L_07_05_16_DSC00648.JPG,4706,1901,4758,1928,1
L_07_05_16_DSC00648.JPG,4650,1923,4711,1967,1
L_07_05_16_DSC00648.JPG,4634,2013,4686,2063,1
L_07_05_16_DSC00648.JPG,5311,1540,5354,1580,1
L_07_05_16_DSC00648.JPG,5285,1507,5312,1547,1
L_07_05_16_DSC00648.JPG,4761,1318,4813,1393,1
L_07_05_16_DSC00648.JPG,5384,1304,5431,1345,1
L_07_05_16_DSC00648.JPG,5303,1241,5365,1288,1
L_07_05_16_DSC00648.JPG,2076,123,2188,208,2
L_07_05_16_DSC00648.JPG,1707,813,1784,870,2
L_07_05_16_DSC00648.JPG,1131,1000,1224,1111,2
L_07_05_16_DSC00648.JPG,926,1467,1037,1522,2
L_07_05_16_DSC00649.JPG,2028,2150,2147,2227,2
L_07_05_16_DSC00649.JPG,1518,2554,1621,2602,2
L_07_05_16_DSC00649.JPG,2810,2877,2896,2986,2
L_07_05_16_DSC00649.JPG,2335,3684,2410,3746,2
L_07_05_16_DSC00649.JPG,1777,3824,1843,3950,2
L_07_05_16_DSC00653.JPG,268,1271,376,1313,1
L_07_05_16_DSC00654.JPG,3235,436,3291,478,1
L_07_05_16_DSC00654.JPG,1268,2738,1331,2812,1
L_07_05_16_DSC00655.JPG,4901,2882,4973,2926,1
L_07_05_16_DSC00693.JPG,1525,1011,1574,1070,1
L_07_05_16_DSC00693.JPG,761,1264,824,1326,1
L_07_05_16_DSC00693.JPG,742,753,798,784,1
L_07_05_16_DSC00693.JPG,1008,682,1072,740,1
L_07_05_16_DSC00693.JPG,944,597,1011,643,1
L_07_05_16_DSC00693.JPG,846,1666,901,1728,1
L_07_05_16_DSC00693.JPG,11,1244,68,1292,1
L_07_05_16_DSC00693.JPG,93,1094,162,1148,1
L_07_05_16_DSC00693.JPG,58,1085,90,1128,1
L_07_05_16_DSC00693.JPG,28,935,103,971,1
L_07_05_16_DSC00693.JPG,443,208,496,272,1
L_07_05_16_DSC00693.JPG,526,25,571,101,1
L_07_05_16_DSC00693.JPG,1268,164,1325,233,1
L_07_05_16_DSC00693.JPG,2230,392,2287,467,1
L_07_05_16_DSC00693.JPG,2308,224,2368,312,1
L_07_05_16_DSC00693.JPG,2470,137,2545,214,1
L_07_05_16_DSC00693.JPG,2186,92,2231,168,1
L_07_05_16_DSC00694.JPG,981,3681,1028,3763,1
L_07_05_16_DSC00694.JPG,1635,3037,1687,3102,1
L_07_05_16_DSC00694.JPG,885,3276,946,3355,1
L_07_05_16_DSC00694.JPG,142,3272,198,3317,1
L_07_05_16_DSC00694.JPG,223,3118,295,3173,1
L_07_05_16_DSC00694.JPG,177,3112,222,3178,1
L_07_05_16_DSC00694.JPG,0,3211,51,3280,1
L_07_05_16_DSC00694.JPG,158,2960,237,2993,1
L_07_05_16_DSC00694.JPG,0,3026,52,3066,1
L_07_05_16_DSC00694.JPG,0,2891,33,2933,1
L_07_05_16_DSC00694.JPG,861,2770,913,2806,1
L_07_05_16_DSC00694.JPG,1103,2707,1172,2746,1
L_07_05_16_DSC00694.JPG,1065,2618,1125,2656,1
L_07_05_16_DSC00694.JPG,1375,2197,1418,2250,1
L_07_05_16_DSC00694.JPG,630,2033,695,2082,1
L_07_05_16_DSC00694.JPG,575,2092,636,2133,1
L_07_05_16_DSC00694.JPG,1773,1861,1842,1901,1
L_07_05_16_DSC00694.JPG,1675,1827,1746,1901,1
L_07_05_16_DSC00694.JPG,1860,1692,1922,1740,1
L_07_05_16_DSC00694.JPG,1588,1597,1661,1657,1
L_07_05_16_DSC00694.JPG,1510,1445,1573,1528,1
L_07_05_16_DSC00694.JPG,1890,1130,1958,1173,1
L_07_05_16_DSC00694.JPG,1482,1250,1520,1312,1
L_07_05_16_DSC00694.JPG,1428,1085,1493,1148,1
L_07_05_16_DSC00694.JPG,1253,741,1302,777,1
L_07_05_16_DSC00694.JPG,1236,716,1278,768,1
L_07_05_16_DSC00694.JPG,2733,133,2768,218,1
L_07_05_16_DSC00694.JPG,828,1451,891,1491,1
L_07_05_16_DSC00694.JPG,26,1567,96,1598,1
L_07_05_16_DSC00694.JPG,7,1524,55,1572,1
L_07_05_16_DSC00694.JPG,192,1084,258,1133,1
L_07_05_16_DSC00694.JPG,558,12,611,70,1
L_07_05_16_DSC00695.JPG,54,3655,126,3725,1
L_07_05_16_DSC00695.JPG,34,3610,81,3657,1
L_07_05_16_DSC00695.JPG,265,3146,331,3195,1
L_07_05_16_DSC00695.JPG,897,3555,948,3593,1
L_07_05_16_DSC00695.JPG,1363,3572,1420,3656,1
L_07_05_16_DSC00695.JPG,1654,3946,1716,3998,1
L_07_05_16_DSC00695.JPG,1585,3775,1630,3858,1
L_07_05_16_DSC00695.JPG,1903,3242,1976,3285,1
L_07_05_16_DSC00695.JPG,1466,3327,1528,3398,1
L_07_05_16_DSC00695.JPG,1448,3401,1505,3474,1
